"Time","409216A","409216A"
"and",100.00,2000.00
"Date","Water Level (m)","Rainfall (mm)"
"","Mean","Total"
09:00:00 15/03/1996,     124.820,         0.0
09:00:00 16/03/1996,     124.833,          18
09:00:00 17/03/1996,     124.890,         0.0
09:00:00 18/03/1996,     124.987,         0.0
09:00:00 19/03/1996,     125.034,         0.0
09:00:00 20/03/1996,     125.057,         0.0
09:00:00 21/03/1996,     125.066,         0.0
09:00:00 22/03/1996,     125.077,         0.0
09:00:00 23/03/1996,     125.083,         0.0
09:00:00 24/03/1996,     125.077,         0.0
09:00:00 25/03/1996,     125.065,         0.0
09:00:00 26/03/1996,     125.026,         0.0
09:00:00 27/03/1996,     124.971,         0.0
09:00:00 28/03/1996,     124.918,         0.0
09:00:00 29/03/1996,     124.878,         0.0
09:00:00 30/03/1996,     124.851,         0.2
09:00:00 31/03/1996,     124.845,         3.6
09:00:00 01/04/1996,     124.859,         0.0
09:00:00 02/04/1996,     124.890,         0.0
09:00:00 03/04/1996,     124.933,         0.2
09:00:00 04/04/1996,     124.978,         0.0
09:00:00 05/04/1996,     125.007,         0.0
09:00:00 06/04/1996,     125.023,         0.0
09:00:00 07/04/1996,     125.020,         7.0
09:00:00 08/04/1996,     125.021,         3.6
09:00:00 09/04/1996,     125.017,         0.0
09:00:00 10/04/1996,     125.021,         0.0
09:00:00 11/04/1996,     125.031,         0.0
09:00:00 12/04/1996,     125.048,         0.0
09:00:00 13/04/1996,     125.056,         0.0
09:00:00 14/04/1996,     125.041,         5.0
09:00:00 15/04/1996,     125.025,         1.4
09:00:00 16/04/1996,     125.001,         0.0
09:00:00 17/04/1996,     124.969,         0.0
09:00:00 18/04/1996,     124.923,         0.6
09:00:00 19/04/1996,     124.896,         0.2
09:00:00 20/04/1996,     124.867,         0.0
09:00:00 21/04/1996,     124.837,         0.0
09:00:00 22/04/1996,     124.790,         0.0
09:00:00 23/04/1996,     124.738,         0.0
09:00:00 24/04/1996,     124.691,         0.0
09:00:00 25/04/1996,     124.639,         0.0
09:00:00 26/04/1996,     124.581,         0.0
09:00:00 27/04/1996,     124.548,         0.0
09:00:00 28/04/1996,     124.551,         0.0
09:00:00 29/04/1996,     124.575,         0.0
09:00:00 30/04/1996,     124.571,         0.0
09:00:00 01/05/1996,     124.559,         0.0
09:00:00 02/05/1996,     124.548,         0.0
09:00:00 03/05/1996,     124.556,         0.0
09:00:00 04/05/1996,     124.577,         0.0
09:00:00 05/05/1996,     124.582,         1.2
09:00:00 06/05/1996,     124.599,          33
09:00:00 07/05/1996,     124.646,         4.4
09:00:00 08/05/1996,     124.668,         0.0
09:00:00 09/05/1996,     124.676,         0.0
09:00:00 10/05/1996,     124.661,         0.0
09:00:00 11/05/1996,     124.631,         0.0
09:00:00 12/05/1996,     124.588,         4.2
09:00:00 13/05/1996,     124.524,         9.0
09:00:00 14/05/1996,     124.479,         0.0
09:00:00 15/05/1996,     124.460,         0.2
09:00:00 16/05/1996,     124.447,         0.0
09:00:00 17/05/1996,     124.453,         0.0
09:00:00 18/05/1996,     124.461,         0.0
09:00:00 19/05/1996,     124.467,         0.0
09:00:00 20/05/1996,     124.464,         0.0
09:00:00 21/05/1996,     124.454,         0.0
09:00:00 22/05/1996,     124.460,         0.0
09:00:00 23/05/1996,     124.475,         0.0
09:00:00 24/05/1996,     124.500,         0.0
09:00:00 25/05/1996,     124.516,         0.2
09:00:00 26/05/1996,     124.538,         0.0
09:00:00 27/05/1996,     124.560,         0.2
09:00:00 28/05/1996,     124.580,         0.4
09:00:00 29/05/1996,     124.600,         0.0
09:00:00 30/05/1996,     124.615,         0.2
09:00:00 31/05/1996,     124.629,         0.0
09:00:00 01/06/1996,     124.644,         0.0
09:00:00 02/06/1996,     124.642,         1.0
09:00:00 03/06/1996,     124.650,         0.0
09:00:00 04/06/1996,     124.655,         8.4
09:00:00 05/06/1996,     124.657,         0.0
09:00:00 06/06/1996,     124.663,         0.0
09:00:00 07/06/1996,     124.668,         1.0
09:00:00 08/06/1996,     124.702,         1.2
09:00:00 09/06/1996,     124.739,         0.0
09:00:00 10/06/1996,     124.767,         0.0
09:00:00 11/06/1996,     124.792,         0.0
09:00:00 12/06/1996,     124.808,         0.2
09:00:00 13/06/1996,     124.798,         0.0
09:00:00 14/06/1996,     124.766,         0.0
09:00:00 15/06/1996,     124.707,         0.0
09:00:00 16/06/1996,     124.644,         0.0
09:00:00 17/06/1996,     124.604,         0.4
09:00:00 18/06/1996,     124.579,         1.2
09:00:00 19/06/1996,     124.574,         0.0
09:00:00 20/06/1996,     124.571,         2.4
09:00:00 21/06/1996,     124.559,         0.2
09:00:00 22/06/1996,     124.555,         0.0
09:00:00 23/06/1996,     124.571,          35
09:00:00 24/06/1996,     124.592,         4.8
09:00:00 25/06/1996,     124.629,         0.0
09:00:00 26/06/1996,     124.716,         5.0
09:00:00 27/06/1996,     124.831,          16
09:00:00 28/06/1996,     124.977,         0.2
09:00:00 29/06/1996,     125.015,         4.0
09:00:00 30/06/1996,     124.941,          10
09:00:00 01/07/1996,     124.866,         0.2
09:00:00 02/07/1996,     124.791,         1.6
09:00:00 03/07/1996,     124.725,         0.0
09:00:00 04/07/1996,     124.694,         0.2
09:00:00 05/07/1996,     124.665,         3.0
09:00:00 06/07/1996,     124.656,          13
09:00:00 07/07/1996,     124.640,         2.0
09:00:00 08/07/1996,     124.631,         0.0
09:00:00 09/07/1996,     124.626,         0.2
09:00:00 10/07/1996,     124.620,         0.2
09:00:00 11/07/1996,     124.630,         1.6
09:00:00 12/07/1996,     124.633,         1.6
09:00:00 13/07/1996,     124.623,         0.4
09:00:00 14/07/1996,     124.616,         0.2
09:00:00 15/07/1996,     124.610,         0.0
09:00:00 16/07/1996,     124.608,         0.2
09:00:00 17/07/1996,     124.606,         0.0
09:00:00 18/07/1996,     124.596,         1.0
09:00:00 19/07/1996,     124.595,         6.0
09:00:00 20/07/1996,     124.615,          11
09:00:00 21/07/1996,     124.626,         0.4
09:00:00 22/07/1996,     124.645,         4.2
09:00:00 23/07/1996,     124.648,         0.2
09:00:00 24/07/1996,     124.633,         6.4
09:00:00 25/07/1996,     124.635,         0.4
09:00:00 26/07/1996,     124.598,         0.2
09:00:00 27/07/1996,     124.589,         2.6
09:00:00 28/07/1996,     124.617,         9.2
09:00:00 29/07/1996,     124.671,         5.0
09:00:00 30/07/1996,     124.724,         0.4
09:00:00 31/07/1996,     124.757,         0.4
09:00:00 01/08/1996,     124.781,          14
09:00:00 02/08/1996,     124.765,         0.0
09:00:00 03/08/1996,     124.703,         0.6
09:00:00 04/08/1996,     124.684,         0.4
09:00:00 05/08/1996,     124.739,         0.8
09:00:00 06/08/1996,     124.826,         0.2
09:00:00 07/08/1996,     124.878,         7.2
09:00:00 08/08/1996,     124.906,         0.2
09:00:00 09/08/1996,     124.867,         0.0
09:00:00 10/08/1996,     124.928,         0.0
09:00:00 11/08/1996,     124.983,         0.0
09:00:00 12/08/1996,     124.945,         0.0
09:00:00 13/08/1996,     124.880,         0.2
09:00:00 14/08/1996,     124.816,         0.0
09:00:00 15/08/1996,     124.757,         0.0
09:00:00 16/08/1996,     124.702,         0.0
09:00:00 17/08/1996,     124.660,         0.0
09:00:00 18/08/1996,     124.638,         3.2
09:00:00 19/08/1996,     124.609,         0.0
09:00:00 20/08/1996,     124.593,         0.2
09:00:00 21/08/1996,     124.623,         0.0
09:00:00 22/08/1996,     124.668,         0.0
09:00:00 23/08/1996,     124.702,         7.6
09:00:00 24/08/1996,     124.725,         0.0
09:00:00 25/08/1996,     124.730,         0.2
09:00:00 26/08/1996,     124.738,         0.2
09:00:00 27/08/1996,     124.756,         5.8
09:00:00 28/08/1996,     124.771,         0.0
09:00:00 29/08/1996,     124.731,         0.0
09:00:00 30/08/1996,     124.677,         0.2
09:00:00 31/08/1996,     124.646,         0.4
09:00:00 01/09/1996,     124.645,         0.0
09:00:00 02/09/1996,     124.670,         0.0
09:00:00 03/09/1996,     124.673,         1.6
09:00:00 04/09/1996,     124.676,         0.0
09:00:00 05/09/1996,     124.674,         0.2
09:00:00 06/09/1996,     124.648,         4.0
09:00:00 07/09/1996,     124.657,         0.2
09:00:00 08/09/1996,     124.664,         0.0
09:00:00 09/09/1996,     124.677,         0.0
09:00:00 10/09/1996,     124.676,         1.4
09:00:00 11/09/1996,     124.683,         0.0
09:00:00 12/09/1996,     124.678,         6.4
09:00:00 13/09/1996,     124.622,         1.0
09:00:00 14/09/1996,     124.601,         1.4
09:00:00 15/09/1996,     124.607,         0.2
09:00:00 16/09/1996,     124.619,         0.0
09:00:00 17/09/1996,     124.627,         0.0
09:00:00 18/09/1996,     124.658,         0.0
09:00:00 19/09/1996,     124.689,         0.2
09:00:00 20/09/1996,     124.712,         7.6
09:00:00 21/09/1996,     124.732,         0.2
09:00:00 22/09/1996,     124.732,         0.0
09:00:00 23/09/1996,     124.703,         0.0
09:00:00 24/09/1996,     124.683,         0.0
09:00:00 25/09/1996,     124.715,         0.6
09:00:00 26/09/1996,     124.775,         0.0
09:00:00 27/09/1996,     124.843,         6.0
09:00:00 28/09/1996,     124.901,         0.0
09:00:00 29/09/1996,     124.919,          10
09:00:00 30/09/1996,     124.899,          11
09:00:00 01/10/1996,     124.815,         3.6
09:00:00 02/10/1996,     124.721,         0.4
09:00:00 03/10/1996,     124.651,         0.2
09:00:00 04/10/1996,     124.760,         0.0
09:00:00 05/10/1996,     124.852,         0.4
09:00:00 06/10/1996,     124.854,          19
09:00:00 07/10/1996,     124.885,         0.2
09:00:00 08/10/1996,     124.924,         0.0
09:00:00 09/10/1996,     124.938,         0.0
09:00:00 10/10/1996,     124.924,         0.0
09:00:00 11/10/1996,     124.906,         0.0
09:00:00 12/10/1996,     124.877,         3.8
09:00:00 13/10/1996,     124.863,         0.0
09:00:00 14/10/1996,     124.853,         0.0
09:00:00 15/10/1996,     124.846,         0.0
09:00:00 16/10/1996,     124.871,         0.0
09:00:00 17/10/1996,     124.868,         5.8
09:00:00 18/10/1996,     124.850,         0.0
09:00:00 19/10/1996,     124.853,         0.0
09:00:00 20/10/1996,     124.847,         1.8
09:00:00 21/10/1996,     124.860,         0.0
09:00:00 22/10/1996,     124.891,         0.0
09:00:00 23/10/1996,     124.918,         0.0
09:00:00 24/10/1996,     124.908,         0.0
09:00:00 25/10/1996,     124.906,         0.0
09:00:00 26/10/1996,     124.887,         0.0
09:00:00 27/10/1996,     124.898,         0.0
09:00:00 28/10/1996,     124.887,         0.0
09:00:00 29/10/1996,     124.886,         0.0
09:00:00 30/10/1996,     124.892,         0.0
09:00:00 31/10/1996,     124.913,         0.0
09:00:00 01/11/1996,     124.909,         0.0
09:00:00 02/11/1996,     124.894,         0.0
09:00:00 03/11/1996,     124.884,         0.0
09:00:00 04/11/1996,     124.906,""
09:00:00 05/11/1996,     124.961,""
09:00:00 06/11/1996,     125.015,""
09:00:00 07/11/1996,     125.047,""
09:00:00 08/11/1996,     125.033,""
09:00:00 09/11/1996,     125.001,""
09:00:00 10/11/1996,     124.977,""
09:00:00 11/11/1996,     124.980,""
09:00:00 12/11/1996,     124.977,""
09:00:00 13/11/1996,     124.984,""
09:00:00 14/11/1996,     124.988,""
09:00:00 15/11/1996,     124.990,         0.0
09:00:00 16/11/1996,     124.991,         0.0
09:00:00 17/11/1996,     124.982,         1.4
09:00:00 18/11/1996,     124.961,         6.0
09:00:00 19/11/1996,     124.956,         0.0
09:00:00 20/11/1996,     124.935,         0.0
09:00:00 21/11/1996,     124.899,         0.0
09:00:00 22/11/1996,     124.874,         0.0
09:00:00 23/11/1996,     124.881,         0.0
09:00:00 24/11/1996,     124.873,         0.0
09:00:00 25/11/1996,     124.876,         0.0
09:00:00 26/11/1996,     124.859,         0.0
09:00:00 27/11/1996,     124.853,         0.0
09:00:00 28/11/1996,     124.840,         0.0
09:00:00 29/11/1996,     124.846,         0.0
09:00:00 30/11/1996,     124.836,         0.0
09:00:00 01/12/1996,     124.848,         0.0
09:00:00 02/12/1996,     124.891,         0.4
09:00:00 03/12/1996,     124.912,         0.0
09:00:00 04/12/1996,     124.957,         0.0
09:00:00 05/12/1996,     124.996,         0.0
09:00:00 06/12/1996,     125.034,         0.0
09:00:00 07/12/1996,     125.065,         5.4
09:00:00 08/12/1996,     125.076,         0.0
09:00:00 09/12/1996,     125.044,         0.0
09:00:00 10/12/1996,     124.970,         0.2
09:00:00 11/12/1996,     124.917,         0.0
09:00:00 12/12/1996,     124.884,         0.0
09:00:00 13/12/1996,     124.876,         0.0
09:00:00 14/12/1996,     124.881,         0.0
09:00:00 15/12/1996,     124.895,         0.0
09:00:00 16/12/1996,     124.915,         0.0
09:00:00 17/12/1996,     124.905,         0.0
09:00:00 18/12/1996,     124.894,         0.0
09:00:00 19/12/1996,     124.879,         0.0
09:00:00 20/12/1996,     124.875,         0.0
09:00:00 21/12/1996,     124.894,         0.0
09:00:00 22/12/1996,     124.915,         0.0
09:00:00 23/12/1996,     124.918,         0.0
09:00:00 24/12/1996,     124.933,         0.0
09:00:00 25/12/1996,     124.941,         0.0
09:00:00 26/12/1996,     124.951,         6.8
09:00:00 27/12/1996,     124.956,         0.0
09:00:00 28/12/1996,     124.971,         0.0
09:00:00 29/12/1996,     124.965,         0.0
09:00:00 30/12/1996,     124.988,         0.0
09:00:00 31/12/1996,     124.996,         0.0
09:00:00 01/01/1997,     124.996,         0.0
09:00:00 02/01/1997,     125.011,         0.0
09:00:00 03/01/1997,     125.036,         0.0
09:00:00 04/01/1997,     125.062,         0.0
09:00:00 05/01/1997,     125.074,         0.0
09:00:00 06/01/1997,     125.072,         0.0
09:00:00 07/01/1997,     125.034,         6.6
09:00:00 08/01/1997,     125.009,         0.0
09:00:00 09/01/1997,     124.988,         0.0
09:00:00 10/01/1997,     124.955,         0.0
09:00:00 11/01/1997,     124.923,         0.0
09:00:00 12/01/1997,     124.899,         0.0
09:00:00 13/01/1997,     124.876,         0.0
09:00:00 14/01/1997,     124.865,         0.0
09:00:00 15/01/1997,     124.862,         0.0
09:00:00 16/01/1997,     124.846,         3.2
09:00:00 17/01/1997,     124.858,         0.0
09:00:00 18/01/1997,     124.872,         0.0
09:00:00 19/01/1997,     124.893,         0.0
09:00:00 20/01/1997,     124.916,         0.0
09:00:00 21/01/1997,     124.932,         0.0
09:00:00 22/01/1997,     124.935,         0.0
09:00:00 23/01/1997,     124.920,         0.0
09:00:00 24/01/1997,     124.920,         0.0
09:00:00 25/01/1997,     124.924,         0.0
09:00:00 26/01/1997,     124.928,         1.4
09:00:00 27/01/1997,     124.929,         0.0
09:00:00 28/01/1997,     124.934,          10
09:00:00 29/01/1997,     124.985,         0.0
09:00:00 30/01/1997,     125.056,         0.0
09:00:00 31/01/1997,     125.106,         0.0
09:00:00 01/02/1997,     125.126,         0.0
09:00:00 02/02/1997,     125.105,         0.0
09:00:00 03/02/1997,     125.092,         0.0
09:00:00 04/02/1997,     125.076,         0.0
09:00:00 05/02/1997,     125.055,         0.0
09:00:00 06/02/1997,     125.014,         0.0
09:00:00 07/02/1997,     124.977,         0.0
09:00:00 08/02/1997,     124.939,         0.0
09:00:00 09/02/1997,     124.915,         0.0
09:00:00 10/02/1997,     124.905,         4.0
09:00:00 11/02/1997,     124.902,         0.0
09:00:00 12/02/1997,     124.924,         0.2
09:00:00 13/02/1997,     124.960,         0.0
09:00:00 14/02/1997,     124.998,         0.0
09:00:00 15/02/1997,     125.035,         0.0
09:00:00 16/02/1997,     125.042,         0.0
09:00:00 17/02/1997,     125.016,         0.0
09:00:00 18/02/1997,     124.990,         0.0
09:00:00 19/02/1997,     124.953,         0.0
09:00:00 20/02/1997,     124.913,         0.0
09:00:00 21/02/1997,     124.876,         0.0
09:00:00 22/02/1997,     124.859,         0.0
09:00:00 23/02/1997,     124.850,         0.0
09:00:00 24/02/1997,     124.848,         0.0
09:00:00 25/02/1997,     124.843,         0.0
09:00:00 26/02/1997,     124.852,         0.0
09:00:00 27/02/1997,     124.856,         0.0
09:00:00 28/02/1997,     124.874,         0.0
09:00:00 01/03/1997,     124.887,         0.0
09:00:00 02/03/1997,     124.904,          32
09:00:00 03/03/1997,     124.956,         0.0
09:00:00 04/03/1997,     125.028,         0.0
09:00:00 05/03/1997,     125.072,         0.0
09:00:00 06/03/1997,     125.104,         0.0
09:00:00 07/03/1997,     125.102,         8.4
09:00:00 08/03/1997,     125.075,         0.0
09:00:00 09/03/1997,     125.032,         0.0
09:00:00 10/03/1997,     125.020,         0.0
09:00:00 11/03/1997,     125.021,         0.0
09:00:00 12/03/1997,     125.007,         0.0
09:00:00 13/03/1997,     124.972,         0.0
09:00:00 14/03/1997,     124.948,         0.0
09:00:00 15/03/1997,     124.918,         0.0
09:00:00 16/03/1997,     124.894,         0.0
09:00:00 17/03/1997,     124.882,         0.0
09:00:00 18/03/1997,     124.890,         0.0
09:00:00 19/03/1997,     124.906,         0.0
09:00:00 20/03/1997,     124.905,         0.0
09:00:00 21/03/1997,     124.926,         0.0
09:00:00 22/03/1997,     124.956,         0.0
09:00:00 23/03/1997,     124.979,         0.0
09:00:00 24/03/1997,     124.988,         0.2
09:00:00 25/03/1997,     124.985,         0.0
09:00:00 26/03/1997,     124.972,         0.0
09:00:00 27/03/1997,     124.963,         0.0
09:00:00 28/03/1997,     124.928,         0.0
09:00:00 29/03/1997,     124.931,         0.0
09:00:00 30/03/1997,     124.922,         0.0
09:00:00 31/03/1997,     124.900,         0.0
09:00:00 01/04/1997,     124.885,         0.0
09:00:00 02/04/1997,     124.861,         0.0
09:00:00 03/04/1997,     124.828,         1.8
09:00:00 04/04/1997,     124.815,         0.2
09:00:00 05/04/1997,     124.825,         0.0
09:00:00 06/04/1997,     124.859,         0.0
09:00:00 07/04/1997,     124.888,         0.0
09:00:00 08/04/1997,     124.910,         0.0
09:00:00 09/04/1997,     124.934,         0.0
09:00:00 10/04/1997,     124.941,         0.0
09:00:00 11/04/1997,     124.936,         0.0
09:00:00 12/04/1997,     124.922,         0.0
09:00:00 13/04/1997,     124.900,         0.0
09:00:00 14/04/1997,     124.872,         0.0
09:00:00 15/04/1997,     124.838,         0.0
09:00:00 16/04/1997,     124.829,         0.0
09:00:00 17/04/1997,     124.817,         0.0
09:00:00 18/04/1997,     124.805,         0.0
09:00:00 19/04/1997,     124.813,         0.0
09:00:00 20/04/1997,     124.840,         0.0
09:00:00 21/04/1997,     124.872,         0.0
09:00:00 22/04/1997,     124.898,         0.0
09:00:00 23/04/1997,     124.917,         0.0
09:00:00 24/04/1997,     124.934,         0.2
09:00:00 25/04/1997,     124.940,         0.0
09:00:00 26/04/1997,     124.955,         0.0
09:00:00 27/04/1997,     124.961,         0.0
09:00:00 28/04/1997,     124.969,         0.0
09:00:00 29/04/1997,     124.962,         0.0
09:00:00 30/04/1997,     124.948,         0.0
09:00:00 01/05/1997,     124.927,         0.0
09:00:00 02/05/1997,     124.885,         0.2
09:00:00 03/05/1997,     124.868,         0.6
09:00:00 04/05/1997,     124.918,         0.0
09:00:00 05/05/1997,     124.997,         8.8
09:00:00 06/05/1997,     125.066,         0.0
09:00:00 07/05/1997,     125.079,         7.8
09:00:00 08/05/1997,     125.072,         0.0
09:00:00 09/05/1997,     125.060,         0.0
09:00:00 10/05/1997,     125.028,         0.0
09:00:00 11/05/1997,     124.988,         0.0
09:00:00 12/05/1997,     124.949,         0.0
09:00:00 13/05/1997,     124.900,         0.0
09:00:00 14/05/1997,     124.853,         0.0
09:00:00 15/05/1997,     124.824,         0.0
09:00:00 16/05/1997,     124.802,         0.0
09:00:00 17/05/1997,     124.778,         6.6
09:00:00 18/05/1997,     124.761,          11
09:00:00 19/05/1997,     124.744,         0.0
09:00:00 20/05/1997,     124.719,         0.0
09:00:00 21/05/1997,     124.702,         0.2
09:00:00 22/05/1997,     124.688,         0.2
09:00:00 23/05/1997,     124.682,         0.0
09:00:00 24/05/1997,     124.679,         0.0
09:00:00 25/05/1997,     124.676,         0.0
09:00:00 26/05/1997,     124.680,         1.0
09:00:00 27/05/1997,     124.686,         6.2
09:00:00 28/05/1997,     124.691,         0.4
09:00:00 29/05/1997,     124.695,         0.2
09:00:00 30/05/1997,     124.696,         5.0
09:00:00 31/05/1997,     124.706,         0.2
09:00:00 01/06/1997,     124.701,         0.0
09:00:00 02/06/1997,     124.682,         0.0
09:00:00 03/06/1997,     124.662,         0.0
09:00:00 04/06/1997,     124.650,         0.0
09:00:00 05/06/1997,     124.633,         0.0
09:00:00 06/06/1997,     124.627,         1.0
09:00:00 07/06/1997,     124.622,         0.0
09:00:00 08/06/1997,     124.638,         0.0
09:00:00 09/06/1997,     124.650,         0.0
09:00:00 10/06/1997,     124.661,         0.2
09:00:00 11/06/1997,     124.672,         0.0
09:00:00 12/06/1997,     124.684,         0.0
09:00:00 13/06/1997,     124.687,         5.8
09:00:00 14/06/1997,     124.689,         1.8
09:00:00 15/06/1997,     124.704,         0.2
09:00:00 16/06/1997,     124.714,         0.0
09:00:00 17/06/1997,     124.740,         0.0
09:00:00 18/06/1997,     124.773,         0.0
09:00:00 19/06/1997,     124.800,         0.0
09:00:00 20/06/1997,     124.820,         0.0
09:00:00 21/06/1997,     124.831,         0.0
09:00:00 22/06/1997,     124.818,         0.0
09:00:00 23/06/1997,     124.803,         0.0
09:00:00 24/06/1997,     124.785,         0.0
09:00:00 25/06/1997,     124.762,         0.0
09:00:00 26/06/1997,     124.737,         0.6
09:00:00 27/06/1997,     124.708,         0.0
09:00:00 28/06/1997,     124.687,         0.0
09:00:00 29/06/1997,     124.678,         0.2
09:00:00 30/06/1997,     124.680,         0.2
09:00:00 01/07/1997,     124.681,         0.0
09:00:00 02/07/1997,     124.683,         0.2
09:00:00 03/07/1997,     124.679,         0.0
09:00:00 04/07/1997,     124.680,         0.0
09:00:00 05/07/1997,     124.687,         0.0
09:00:00 06/07/1997,     124.694,         0.0
09:00:00 07/07/1997,     124.702,         0.0
09:00:00 08/07/1997,     124.712,         0.0
09:00:00 09/07/1997,     124.707,         0.2
09:00:00 10/07/1997,     124.706,         0.2
09:00:00 11/07/1997,     124.718,         0.2
09:00:00 12/07/1997,     124.717,         0.0
09:00:00 13/07/1997,     124.726,         0.0
09:00:00 14/07/1997,     124.739,         0.0
09:00:00 15/07/1997,     124.747,         0.0
09:00:00 16/07/1997,     124.748,         1.4
09:00:00 17/07/1997,     124.751,         0.0
09:00:00 18/07/1997,     124.750,         0.0
09:00:00 19/07/1997,     124.752,         0.0
09:00:00 20/07/1997,     124.758,         0.0
09:00:00 21/07/1997,     124.756,         0.0
09:00:00 22/07/1997,     124.752,         0.0
09:00:00 23/07/1997,     124.760,         0.0
09:00:00 24/07/1997,     124.775,         0.0
09:00:00 25/07/1997,     124.786,         0.0
09:00:00 26/07/1997,     124.791,         0.0
09:00:00 27/07/1997,     124.795,         0.0
09:00:00 28/07/1997,     124.800,         0.0
09:00:00 29/07/1997,     124.807,         0.0
09:00:00 30/07/1997,     124.819,         0.0
09:00:00 31/07/1997,     124.830,         0.0
09:00:00 01/08/1997,     124.841,         0.0
09:00:00 02/08/1997,     124.834,         0.0
09:00:00 03/08/1997,     124.846,         0.0
09:00:00 04/08/1997,     124.856,         0.0
09:00:00 05/08/1997,     124.859,         0.0
09:00:00 06/08/1997,     124.876,         0.0
09:00:00 07/08/1997,     124.896,         0.0
09:00:00 08/08/1997,     124.912,         0.0
09:00:00 09/08/1997,     124.931,         0.0
09:00:00 10/08/1997,     124.936,         0.0
09:00:00 11/08/1997,     124.952,         0.0
09:00:00 12/08/1997,     124.992,         0.0
09:00:00 13/08/1997,     125.018,         0.0
09:00:00 14/08/1997,     125.037,         0.0
09:00:00 15/08/1997,     125.058,         0.0
09:00:00 16/08/1997,     125.054,         0.0
09:00:00 17/08/1997,     125.014,         0.2
09:00:00 18/08/1997,     124.955,         0.4
09:00:00 19/08/1997,     124.918,         0.0
09:00:00 20/08/1997,     124.888,         0.0
09:00:00 21/08/1997,     124.869,         0.0
09:00:00 22/08/1997,     124.850,         0.0
09:00:00 23/08/1997,     124.837,         0.0
09:00:00 24/08/1997,     124.815,         2.8
09:00:00 25/08/1997,     124.794,         0.4
09:00:00 26/08/1997,     124.783,         0.2
09:00:00 27/08/1997,     124.769,         0.2
09:00:00 28/08/1997,     124.757,         0.0
09:00:00 29/08/1997,     124.752,         0.0
09:00:00 30/08/1997,     124.756,         0.0
09:00:00 31/08/1997,     124.766,         0.0
09:00:00 01/09/1997,     124.768,         0.0
09:00:00 02/09/1997,     124.774,          15
09:00:00 03/09/1997,     124.782,         1.4
09:00:00 04/09/1997,     124.794,         1.4
09:00:00 05/09/1997,     124.775,         0.0
09:00:00 06/09/1997,     124.772,         0.0
09:00:00 07/09/1997,     124.819,         6.2
09:00:00 08/09/1997,     124.883,          17
09:00:00 09/09/1997,     124.918,         2.4
09:00:00 10/09/1997,     124.926,         0.0
09:00:00 11/09/1997,     124.902,         0.2
09:00:00 12/09/1997,     124.918,         0.0
09:00:00 13/09/1997,     124.973,         0.0
09:00:00 14/09/1997,     125.036,         0.0
09:00:00 15/09/1997,     125.049,         1.2
09:00:00 16/09/1997,     125.039,         0.0
09:00:00 17/09/1997,     125.039,         0.0
09:00:00 18/09/1997,     125.035,         0.0
09:00:00 19/09/1997,     125.027,         0.4
09:00:00 20/09/1997,     125.040,          15
09:00:00 21/09/1997,     125.022,         0.0
09:00:00 22/09/1997,     125.017,         0.0
09:00:00 23/09/1997,     125.027,         0.0
09:00:00 24/09/1997,     125.040,         0.0
09:00:00 25/09/1997,     125.029,         0.0
09:00:00 26/09/1997,     125.002,         0.0
09:00:00 27/09/1997,     124.963,         0.0
09:00:00 28/09/1997,     124.915,         0.0
09:00:00 29/09/1997,     124.866,         0.0
09:00:00 30/09/1997,     124.802,         0.0
09:00:00 01/10/1997,     124.744,         0.0
09:00:00 02/10/1997,     124.696,         0.0
09:00:00 03/10/1997,     124.641,         0.0
09:00:00 04/10/1997,     124.640,         0.0
09:00:00 05/10/1997,     124.649,         0.0
09:00:00 06/10/1997,     124.656,         0.0
09:00:00 07/10/1997,     124.662,         0.2
09:00:00 08/10/1997,     124.681,         7.0
09:00:00 09/10/1997,     124.711,         0.0
09:00:00 10/10/1997,     124.784,         0.0
09:00:00 11/10/1997,     124.861,         0.0
09:00:00 12/10/1997,     124.921,         0.0
09:00:00 13/10/1997,     124.962,         0.0
09:00:00 14/10/1997,     124.973,         0.0
09:00:00 15/10/1997,     124.912,         0.0
09:00:00 16/10/1997,     124.860,         0.0
09:00:00 17/10/1997,     124.797,         0.0
09:00:00 18/10/1997,     124.771,         0.0
09:00:00 19/10/1997,     124.779,         0.0
09:00:00 20/10/1997,     124.795,         0.0
09:00:00 21/10/1997,     124.833,         0.0
09:00:00 22/10/1997,     124.869,         0.0
09:00:00 23/10/1997,     124.913,         0.0
09:00:00 24/10/1997,     124.953,         0.0
09:00:00 25/10/1997,     124.991,         0.0
09:00:00 26/10/1997,     125.012,         0.0
09:00:00 27/10/1997,     125.011,         0.0
09:00:00 28/10/1997,     124.993,         0.0
09:00:00 29/10/1997,     124.967,         1.4
09:00:00 30/10/1997,     124.974,         0.0
09:00:00 31/10/1997,     124.987,         3.1
09:00:00 01/11/1997,     125.044,          22
09:00:00 02/11/1997,     125.092,         0.0
09:00:00 03/11/1997,     125.105,         0.0
09:00:00 04/11/1997,     125.086,         0.0
09:00:00 05/11/1997,     125.077,         0.0
09:00:00 06/11/1997,     125.064,         0.0
09:00:00 07/11/1997,     125.026,         0.0
09:00:00 08/11/1997,     124.958,         0.0
09:00:00 09/11/1997,     124.899,         0.0
09:00:00 10/11/1997,     124.859,         0.0
09:00:00 11/11/1997,     124.834,         1.4
09:00:00 12/11/1997,     124.820,         0.0
09:00:00 13/11/1997,     124.849,         0.0
