"Time","409216A","409216A"
"and",100.00,2000.00
"Date","Water Level (m)","Rainfall (mm)"
"","Mean","Total"
09:00:00 15/03/1994,     125.074,         0.0
09:00:00 16/03/1994,     125.058,         0.0
09:00:00 17/03/1994,     125.014,         0.0
09:00:00 18/03/1994,     125.008,         0.0
09:00:00 19/03/1994,     125.005,         0.0
09:00:00 20/03/1994,     124.991,         0.0
09:00:00 21/03/1994,     124.977,         0.0
09:00:00 22/03/1994,     124.953,         0.0
09:00:00 23/03/1994,     124.919,         0.0
09:00:00 24/03/1994,     124.897,         0.0
09:00:00 25/03/1994,     124.893,         0.0
09:00:00 26/03/1994,     124.901,         0.0
09:00:00 27/03/1994,     124.897,         0.0
09:00:00 28/03/1994,     124.883,         0.0
09:00:00 29/03/1994,     124.880,         0.0
09:00:00 30/03/1994,     124.874,         0.0
09:00:00 31/03/1994,     124.866,         0.0
09:00:00 01/04/1994,     124.873,         0.4
09:00:00 02/04/1994,     124.914,         5.2
09:00:00 03/04/1994,     124.979,         0.0
09:00:00 04/04/1994,     125.043,         0.0
09:00:00 05/04/1994,     125.073,         0.0
09:00:00 06/04/1994,     125.072,         0.2
09:00:00 07/04/1994,     125.040,         1.2
09:00:00 08/04/1994,     125.026,         0.0
09:00:00 09/04/1994,     124.990,         0.0
09:00:00 10/04/1994,     124.940,         0.0
09:00:00 11/04/1994,     124.869,         0.0
09:00:00 12/04/1994,     124.827,         0.0
09:00:00 13/04/1994,     124.814,         0.0
09:00:00 14/04/1994,     124.817,         0.0
09:00:00 15/04/1994,     124.819,         0.0
09:00:00 16/04/1994,     124.826,         0.0
09:00:00 17/04/1994,     124.835,         0.0
09:00:00 18/04/1994,     124.818,         0.0
09:00:00 19/04/1994,     124.801,         0.0
09:00:00 20/04/1994,     124.768,""
09:00:00 21/04/1994,     124.745,""
09:00:00 22/04/1994,     124.765,""
09:00:00 23/04/1994,     124.797,""
09:00:00 24/04/1994,     124.827,""
09:00:00 25/04/1994,     124.849,""
09:00:00 26/04/1994,     124.861,""
09:00:00 27/04/1994,     124.854,""
09:00:00 28/04/1994,     124.829,""
09:00:00 29/04/1994,     124.783,""
09:00:00 30/04/1994,     124.759,""
09:00:00 01/05/1994,     124.731,""
09:00:00 02/05/1994,     124.740,""
09:00:00 03/05/1994,     124.767,""
09:00:00 04/05/1994,     124.811,""
09:00:00 05/05/1994,     124.857,""
09:00:00 06/05/1994,     124.891,""
09:00:00 07/05/1994,     124.906,""
09:00:00 08/05/1994,     124.909,""
09:00:00 09/05/1994,     124.913,""
09:00:00 10/05/1994,     124.909,         0.4
09:00:00 11/05/1994,     124.920,         2.2
09:00:00 12/05/1994,     124.945,         0.2
09:00:00 13/05/1994,     124.971,         0.0
09:00:00 14/05/1994,     124.972,         0.0
09:00:00 15/05/1994,     124.957,         0.2
09:00:00 16/05/1994,     124.937,         0.0
09:00:00 17/05/1994,     124.913,         0.0
09:00:00 18/05/1994,     124.877,         0.0
09:00:00 19/05/1994,     124.839,         0.8
09:00:00 20/05/1994,     124.867,         0.0
09:00:00 21/05/1994,     124.888,         0.0
09:00:00 22/05/1994,     124.891,         0.0
09:00:00 23/05/1994,     124.907,         0.0
09:00:00 24/05/1994,     124.944,         0.0
09:00:00 25/05/1994,     124.971,         0.0
09:00:00 26/05/1994,     124.971,         1.0
09:00:00 27/05/1994,     124.992,         0.0
09:00:00 28/05/1994,     125.023,         0.0
09:00:00 29/05/1994,     125.049,         0.0
09:00:00 30/05/1994,     125.072,         0.0
09:00:00 31/05/1994,     125.092,         0.0
09:00:00 01/06/1994,     125.107,         0.0
09:00:00 02/06/1994,     125.116,         0.0
09:00:00 03/06/1994,     125.113,         0.0
09:00:00 04/06/1994,     125.100,         0.0
09:00:00 05/06/1994,     125.083,         0.0
09:00:00 06/06/1994,     125.063,         0.0
09:00:00 07/06/1994,     125.048,         2.6
09:00:00 08/06/1994,     125.039,          12
09:00:00 09/06/1994,     125.018,         0.8
09:00:00 10/06/1994,     124.994,         0.0
09:00:00 11/06/1994,     124.983,         0.0
09:00:00 12/06/1994,     124.983,         0.0
09:00:00 13/06/1994,     124.973,         0.2
09:00:00 14/06/1994,     124.959,         0.2
09:00:00 15/06/1994,     124.942,         0.0
09:00:00 16/06/1994,     124.929,         0.2
09:00:00 17/06/1994,     124.906,         1.2
09:00:00 18/06/1994,     124.885,         0.8
09:00:00 19/06/1994,     124.878,         0.6
09:00:00 20/06/1994,     124.867,         2.6
09:00:00 21/06/1994,     124.877,         0.2
09:00:00 22/06/1994,     124.893,         0.0
09:00:00 23/06/1994,     124.930,         0.0
09:00:00 24/06/1994,     124.958,         1.0
09:00:00 25/06/1994,     124.970,         0.2
09:00:00 26/06/1994,     125.022,         8.6
09:00:00 27/06/1994,     125.042,         0.2
09:00:00 28/06/1994,     125.062,         0.0
09:00:00 29/06/1994,     125.066,         0.0
09:00:00 30/06/1994,     125.075,         0.0
09:00:00 01/07/1994,     125.073,         0.2
09:00:00 02/07/1994,     125.056,         0.0
09:00:00 03/07/1994,     125.024,         0.0
09:00:00 04/07/1994,     124.990,         0.0
09:00:00 05/07/1994,     124.964,         0.0
09:00:00 06/07/1994,     124.952,         0.0
09:00:00 07/07/1994,     124.946,         0.0
09:00:00 08/07/1994,     124.935,         0.0
09:00:00 09/07/1994,     124.922,         0.0
09:00:00 10/07/1994,     124.906,         0.0
09:00:00 11/07/1994,     124.899,         5.2
09:00:00 12/07/1994,     124.904,         2.4
09:00:00 13/07/1994,     124.891,         2.0
09:00:00 14/07/1994,     124.866,         0.0
09:00:00 15/07/1994,     124.825,         0.0
09:00:00 16/07/1994,     124.734,         0.2
09:00:00 17/07/1994,     124.560,         0.0
09:00:00 18/07/1994,     124.316,         0.0
09:00:00 19/07/1994,     124.033,         0.0
09:00:00 20/07/1994,"",         0.0
09:00:00 21/07/1994,"",         0.0
09:00:00 22/07/1994,"",         0.4
09:00:00 23/07/1994,"",         0.0
09:00:00 24/07/1994,"",         0.0
09:00:00 25/07/1994,"",         0.0
09:00:00 26/07/1994,"",         0.0
09:00:00 27/07/1994,"",         0.0
09:00:00 28/07/1994,"",         2.4
09:00:00 29/07/1994,"",         0.0
09:00:00 30/07/1994,"",         0.0
09:00:00 31/07/1994,"",         4.4
09:00:00 01/08/1994,"",         0.0
09:00:00 02/08/1994,"",         0.0
09:00:00 03/08/1994,"",         0.0
09:00:00 04/08/1994,"",         0.0
09:00:00 05/08/1994,"",         0.0
09:00:00 06/08/1994,"",         0.0
09:00:00 07/08/1994,"",         0.0
09:00:00 08/08/1994,     123.767,         0.0
09:00:00 09/08/1994,     123.916,          10
09:00:00 10/08/1994,     124.076,         0.0
09:00:00 11/08/1994,     124.220,         0.0
09:00:00 12/08/1994,     124.329,         0.0
09:00:00 13/08/1994,     124.430,         2.0
09:00:00 14/08/1994,     124.560,         1.2
09:00:00 15/08/1994,     124.684,         0.0
09:00:00 16/08/1994,     124.796,         0.0
09:00:00 17/08/1994,     124.896,         0.0
09:00:00 18/08/1994,     124.975,         0.0
09:00:00 19/08/1994,     125.022,         0.0
09:00:00 20/08/1994,     125.042,         0.0
09:00:00 21/08/1994,     125.041,         0.0
09:00:00 22/08/1994,     125.019,         0.0
09:00:00 23/08/1994,     124.977,         0.0
09:00:00 24/08/1994,     124.936,         0.0
09:00:00 25/08/1994,     124.901,         0.0
09:00:00 26/08/1994,     124.872,         0.0
09:00:00 27/08/1994,     124.862,         0.2
09:00:00 28/08/1994,     124.849,         0.0
09:00:00 29/08/1994,     124.834,         0.0
09:00:00 30/08/1994,     124.831,         0.0
09:00:00 31/08/1994,     124.842,         0.0
09:00:00 01/09/1994,     124.840,         0.0
09:00:00 02/09/1994,     124.854,         0.0
09:00:00 03/09/1994,     124.880,         0.0
09:00:00 04/09/1994,     124.899,         0.0
09:00:00 05/09/1994,     124.911,         8.8
09:00:00 06/09/1994,     124.913,         0.0
09:00:00 07/09/1994,     124.912,         0.2
09:00:00 08/09/1994,     124.923,         0.0
09:00:00 09/09/1994,     124.942,         0.2
09:00:00 10/09/1994,     124.963,         0.0
09:00:00 11/09/1994,     124.969,         0.0
09:00:00 12/09/1994,     124.951,         0.0
09:00:00 13/09/1994,     124.894,         0.0
09:00:00 14/09/1994,     124.840,         0.0
09:00:00 15/09/1994,     124.794,         0.0
09:00:00 16/09/1994,     124.761,         0.0
09:00:00 17/09/1994,     124.754,         0.0
09:00:00 18/09/1994,     124.768,         0.0
09:00:00 19/09/1994,     124.775,         0.0
09:00:00 20/09/1994,     124.788,         0.2
09:00:00 21/09/1994,     124.822,         4.8
09:00:00 22/09/1994,     124.883,         0.0
09:00:00 23/09/1994,     124.916,         0.0
09:00:00 24/09/1994,     124.930,         0.0
09:00:00 25/09/1994,     124.933,         0.0
09:00:00 26/09/1994,     124.921,         0.0
09:00:00 27/09/1994,     124.888,         6.2
09:00:00 28/09/1994,     124.861,         0.0
09:00:00 29/09/1994,     124.864,         0.0
09:00:00 30/09/1994,     124.850,         1.6
09:00:00 01/10/1994,     124.854,         0.0
09:00:00 02/10/1994,     124.874,         0.2
09:00:00 03/10/1994,     124.877,         0.2
09:00:00 04/10/1994,     124.882,         0.0
09:00:00 05/10/1994,     124.851,         2.8
09:00:00 06/10/1994,     124.836,         0.0
09:00:00 07/10/1994,     124.814,         0.0
09:00:00 08/10/1994,     124.784,         1.2
09:00:00 09/10/1994,     124.802,         0.0
09:00:00 10/10/1994,     124.800,         0.0
09:00:00 11/10/1994,     124.791,         0.0
09:00:00 12/10/1994,     124.779,         0.0
09:00:00 13/10/1994,     124.772,         0.0
09:00:00 14/10/1994,     124.757,         0.0
09:00:00 15/10/1994,     124.738,         0.0
09:00:00 16/10/1994,     124.726,         0.0
09:00:00 17/10/1994,     124.722,         0.0
09:00:00 18/10/1994,     124.724,         0.0
09:00:00 19/10/1994,     124.763,         0.0
09:00:00 20/10/1994,     124.793,          20
09:00:00 21/10/1994,     124.863,         0.0
09:00:00 22/10/1994,     124.923,         0.0
09:00:00 23/10/1994,     124.979,         0.0
09:00:00 24/10/1994,     125.025,         0.0
09:00:00 25/10/1994,     125.052,         0.0
09:00:00 26/10/1994,     125.049,         0.4
09:00:00 27/10/1994,     125.051,         6.4
09:00:00 28/10/1994,     125.032,         0.2
09:00:00 29/10/1994,     125.034,         0.2
09:00:00 30/10/1994,     125.053,         0.0
09:00:00 31/10/1994,     125.067,         0.0
09:00:00 01/11/1994,     125.063,         0.0
09:00:00 02/11/1994,     125.042,         9.4
09:00:00 03/11/1994,     125.032,         0.4
09:00:00 04/11/1994,     125.008,         0.0
09:00:00 05/11/1994,     124.985,         0.0
09:00:00 06/11/1994,     124.941,         1.2
09:00:00 07/11/1994,     124.882,         0.4
09:00:00 08/11/1994,     124.912,         0.2
09:00:00 09/11/1994,     124.940,         0.0
09:00:00 10/11/1994,     124.961,         0.0
09:00:00 11/11/1994,     124.970,         0.0
09:00:00 12/11/1994,     124.950,         0.0
09:00:00 13/11/1994,     124.914,         0.0
09:00:00 14/11/1994,     124.876,         0.0
09:00:00 15/11/1994,     124.849,         0.0
09:00:00 16/11/1994,     124.844,         0.0
09:00:00 17/11/1994,     124.847,         0.0
09:00:00 18/11/1994,     124.833,         0.0
09:00:00 19/11/1994,     124.835,         0.0
09:00:00 20/11/1994,     124.827,         0.0
09:00:00 21/11/1994,     124.784,         0.0
09:00:00 22/11/1994,     124.798,         0.0
09:00:00 23/11/1994,     124.823,         0.0
09:00:00 24/11/1994,     124.872,         0.0
09:00:00 25/11/1994,     124.912,         0.0
09:00:00 26/11/1994,     124.899,         0.0
09:00:00 27/11/1994,     124.870,         1.6
09:00:00 28/11/1994,     124.829,         0.0
09:00:00 29/11/1994,     124.814,         8.4
09:00:00 30/11/1994,     124.810,         3.4
09:00:00 01/12/1994,     124.817,         0.0
09:00:00 02/12/1994,     124.845,         0.0
09:00:00 03/12/1994,     124.888,         0.0
09:00:00 04/12/1994,     124.935,         0.0
09:00:00 05/12/1994,     124.958,         0.0
09:00:00 06/12/1994,     124.954,         0.0
09:00:00 07/12/1994,     124.937,         0.0
09:00:00 08/12/1994,     124.891,         0.2
09:00:00 09/12/1994,     124.870,         0.0
09:00:00 10/12/1994,     124.845,         0.0
09:00:00 11/12/1994,     124.836,         0.0
09:00:00 12/12/1994,     124.837,         0.0
09:00:00 13/12/1994,     124.828,         0.0
09:00:00 14/12/1994,     124.801,         0.0
09:00:00 15/12/1994,     124.802,         0.0
09:00:00 16/12/1994,     124.816,         0.0
09:00:00 17/12/1994,     124.823,         0.0
09:00:00 18/12/1994,     124.829,         0.0
09:00:00 19/12/1994,     124.846,         0.0
09:00:00 20/12/1994,     124.853,         0.0
09:00:00 21/12/1994,     124.858,         0.0
09:00:00 22/12/1994,     124.852,         3.6
09:00:00 23/12/1994,     124.890,          14
09:00:00 24/12/1994,     124.935,         0.0
09:00:00 25/12/1994,     124.999,         0.0
09:00:00 26/12/1994,     125.078,         0.0
09:00:00 27/12/1994,     125.125,         0.0
09:00:00 28/12/1994,     125.140,         0.0
09:00:00 29/12/1994,     125.079,         0.0
09:00:00 30/12/1994,     125.009,         0.0
09:00:00 31/12/1994,     124.925,         0.0
09:00:00 01/01/1995,     124.863,         0.0
09:00:00 02/01/1995,     124.813,         0.0
09:00:00 03/01/1995,     124.815,         0.0
09:00:00 04/01/1995,     124.813,         0.0
09:00:00 05/01/1995,     124.816,         0.6
09:00:00 06/01/1995,     124.840,         9.4
09:00:00 07/01/1995,     124.878,         0.0
09:00:00 08/01/1995,     124.944,         0.0
09:00:00 09/01/1995,     125.002,         0.0
09:00:00 10/01/1995,     125.026,         0.0
09:00:00 11/01/1995,     125.036,         1.2
09:00:00 12/01/1995,     125.047,         0.0
09:00:00 13/01/1995,     125.057,         0.0
09:00:00 14/01/1995,     125.059,         0.0
09:00:00 15/01/1995,     125.052,         0.0
09:00:00 16/01/1995,     125.053,         0.0
09:00:00 17/01/1995,     125.051,          30
09:00:00 18/01/1995,     125.100,          20
09:00:00 19/01/1995,     125.150,         0.0
09:00:00 20/01/1995,     125.159,          30
09:00:00 21/01/1995,     125.149,          48
09:00:00 22/01/1995,     125.135,         0.0
09:00:00 23/01/1995,     125.110,         0.0
09:00:00 24/01/1995,     125.074,         0.0
09:00:00 25/01/1995,     125.040,         0.0
09:00:00 26/01/1995,     124.992,         0.0
09:00:00 27/01/1995,     124.962,         0.0
09:00:00 28/01/1995,     124.943,          11
09:00:00 29/01/1995,     124.946,         0.4
09:00:00 30/01/1995,     124.960,         0.0
09:00:00 31/01/1995,     124.968,         0.4
09:00:00 01/02/1995,     125.003,         0.0
09:00:00 02/02/1995,     125.022,         0.0
09:00:00 03/02/1995,     124.987,         0.0
09:00:00 04/02/1995,     124.930,         0.0
09:00:00 05/02/1995,     124.906,         0.0
09:00:00 06/02/1995,     124.890,          12
09:00:00 07/02/1995,     124.914,         0.0
09:00:00 08/02/1995,     124.957,         0.0
09:00:00 09/02/1995,     124.989,         0.0
09:00:00 10/02/1995,     125.007,         0.0
09:00:00 11/02/1995,     125.007,         0.0
09:00:00 12/02/1995,     124.990,         0.0
09:00:00 13/02/1995,     124.964,         0.0
09:00:00 14/02/1995,     124.949,         0.0
09:00:00 15/02/1995,     124.949,         0.0
09:00:00 16/02/1995,     124.950,         0.0
09:00:00 17/02/1995,     124.936,         0.0
09:00:00 18/02/1995,     124.943,         0.0
09:00:00 19/02/1995,     124.962,         0.0
09:00:00 20/02/1995,     124.970,         0.0
09:00:00 21/02/1995,     124.968,         0.0
09:00:00 22/02/1995,     124.952,         0.0
09:00:00 23/02/1995,     124.924,         0.0
09:00:00 24/02/1995,     124.909,         0.0
09:00:00 25/02/1995,     124.890,         0.0
09:00:00 26/02/1995,     124.871,         0.0
09:00:00 27/02/1995,     124.849,         0.0
09:00:00 28/02/1995,     124.812,         0.2
09:00:00 01/03/1995,     124.812,         0.2
09:00:00 02/03/1995,     124.815,         0.0
09:00:00 03/03/1995,     124.825,         0.0
09:00:00 04/03/1995,     124.837,         0.0
09:00:00 05/03/1995,     124.855,         0.0
09:00:00 06/03/1995,     124.882,         0.0
09:00:00 07/03/1995,     124.905,         0.0
09:00:00 08/03/1995,     124.909,         0.0
09:00:00 09/03/1995,     124.880,         0.0
09:00:00 10/03/1995,     124.859,         0.0
09:00:00 11/03/1995,     124.865,         0.0
09:00:00 12/03/1995,     124.869,         0.0
09:00:00 13/03/1995,     124.857,         0.0
09:00:00 14/03/1995,     124.890,         0.0
09:00:00 15/03/1995,     124.896,         0.0
09:00:00 16/03/1995,     124.913,         0.0
09:00:00 17/03/1995,     124.922,         0.0
09:00:00 18/03/1995,     124.925,         0.0
09:00:00 19/03/1995,     124.935,         0.0
09:00:00 20/03/1995,     124.950,         0.0
09:00:00 21/03/1995,     124.964,         0.0
09:00:00 22/03/1995,     124.974,         0.0
09:00:00 23/03/1995,     124.973,         0.0
09:00:00 24/03/1995,     124.969,         0.0
09:00:00 25/03/1995,     124.947,         0.0
09:00:00 26/03/1995,     124.951,         0.0
09:00:00 27/03/1995,     124.942,         0.0
09:00:00 28/03/1995,     124.932,         0.0
09:00:00 29/03/1995,     124.927,         0.0
09:00:00 30/03/1995,     124.918,         0.0
09:00:00 31/03/1995,     124.902,         0.0
09:00:00 01/04/1995,     124.903,         0.0
09:00:00 02/04/1995,     124.912,         0.0
09:00:00 03/04/1995,     124.922,         0.0
09:00:00 04/04/1995,     124.938,         0.0
09:00:00 05/04/1995,     124.937,         2.0
09:00:00 06/04/1995,     124.931,         0.0
09:00:00 07/04/1995,     124.945,         3.0
09:00:00 08/04/1995,     124.972,         0.0
09:00:00 09/04/1995,     125.005,         0.8
09:00:00 10/04/1995,     125.042,         0.6
09:00:00 11/04/1995,     125.053,         0.0
09:00:00 12/04/1995,     125.048,         0.0
09:00:00 13/04/1995,     125.005,         0.0
09:00:00 14/04/1995,     124.950,         0.2
09:00:00 15/04/1995,     124.900,         0.0
09:00:00 16/04/1995,     124.862,         0.0
09:00:00 17/04/1995,     124.852,          16
09:00:00 18/04/1995,     124.877,         0.0
09:00:00 19/04/1995,     124.907,         0.0
09:00:00 20/04/1995,     124.944,         0.0
09:00:00 21/04/1995,     124.979,         0.0
09:00:00 22/04/1995,     124.989,         0.0
09:00:00 23/04/1995,     124.981,         0.0
09:00:00 24/04/1995,     124.954,         0.0
09:00:00 25/04/1995,     124.920,         0.0
09:00:00 26/04/1995,     124.900,         0.0
09:00:00 27/04/1995,     124.870,         0.0
09:00:00 28/04/1995,     124.845,         0.0
09:00:00 29/04/1995,     124.823,         0.0
