"Time","FLOWTOSA"
"and",400.00
"Date","Discharge (ML/Day)"
"","Mean"
09:00:00 12/08/2016,       28601
09:00:00 13/08/2016,       28373
09:00:00 14/08/2016,       28633
09:00:00 15/08/2016,       28568
09:00:00 16/08/2016,       28594
09:00:00 17/08/2016,       28906
09:00:00 18/08/2016,       29115
09:00:00 19/08/2016,       29731
09:00:00 20/08/2016,       29721
09:00:00 21/08/2016,       29264
09:00:00 22/08/2016,       28939
09:00:00 23/08/2016,       28824
09:00:00 24/08/2016,       28880
09:00:00 25/08/2016,       28329
09:00:00 26/08/2016,       27526
09:00:00 27/08/2016,       27113
09:00:00 28/08/2016,       27125
09:00:00 29/08/2016,       27348
09:00:00 30/08/2016,       27639
09:00:00 31/08/2016,       28013
09:00:00 01/09/2016,       28784
09:00:00 02/09/2016,       29896
09:00:00 03/09/2016,       30906
09:00:00 04/09/2016,       31502
09:00:00 05/09/2016,       31861
09:00:00 06/09/2016,       32519
09:00:00 07/09/2016,       33644
09:00:00 08/09/2016,       35074
09:00:00 09/09/2016,       36205
09:00:00 10/09/2016,       36781
09:00:00 11/09/2016,       36964
09:00:00 12/09/2016,       36750
09:00:00 13/09/2016,       37216
09:00:00 14/09/2016,       37550
09:00:00 15/09/2016,       37256
09:00:00 16/09/2016,       37164
09:00:00 17/09/2016,       36948
09:00:00 18/09/2016,       36657
09:00:00 19/09/2016,       36566
09:00:00 20/09/2016,       36566
09:00:00 21/09/2016,       36458
09:00:00 22/09/2016,       36049
09:00:00 23/09/2016,       35256
09:00:00 24/09/2016,       34300
09:00:00 25/09/2016,       33663
09:00:00 26/09/2016,       33491
09:00:00 27/09/2016,       33291
09:00:00 28/09/2016,       33122
09:00:00 29/09/2016,       33627
09:00:00 30/09/2016,       35198
09:00:00 01/10/2016,       36171
09:00:00 02/10/2016,       35959
09:00:00 03/10/2016,       35883
09:00:00 04/10/2016,       35868
09:00:00 05/10/2016,       35993
09:00:00 06/10/2016,       37590
09:00:00 07/10/2016,       39662
09:00:00 08/10/2016,       40783
09:00:00 09/10/2016,       41371
09:00:00 10/10/2016,       41986
09:00:00 11/10/2016,       43123
09:00:00 12/10/2016,       44907
09:00:00 13/10/2016,       46551
09:00:00 14/10/2016,       47874
09:00:00 15/10/2016,       48487
09:00:00 16/10/2016,       48052
09:00:00 17/10/2016,       47252
09:00:00 18/10/2016,       46321
09:00:00 19/10/2016,       45286
09:00:00 20/10/2016,       44677
09:00:00 21/10/2016,       44698
09:00:00 22/10/2016,       45230
09:00:00 23/10/2016,       45583
09:00:00 24/10/2016,       45583
09:00:00 25/10/2016,       45724
09:00:00 26/10/2016,       46408
09:00:00 27/10/2016,       47318
09:00:00 28/10/2016,       47828
09:00:00 29/10/2016,       48388
09:00:00 30/10/2016,       49350
09:00:00 31/10/2016,       50003
09:00:00 01/11/2016,       50733
09:00:00 02/11/2016,       51398
09:00:00 03/11/2016,       51839
09:00:00 04/11/2016,       52581
09:00:00 05/11/2016,       53472
09:00:00 06/11/2016,       54374
09:00:00 07/11/2016,       55453
09:00:00 08/11/2016,       56353
09:00:00 09/11/2016,       57318
09:00:00 10/11/2016,       58587
09:00:00 11/11/2016,       60411
09:00:00 12/11/2016,       62734
09:00:00 13/11/2016,       65122
09:00:00 14/11/2016,       67190
09:00:00 15/11/2016,       69187
09:00:00 16/11/2016,       72396
09:00:00 17/11/2016,       75027
09:00:00 18/11/2016,       76440
09:00:00 19/11/2016,       78400
09:00:00 20/11/2016,       80847
09:00:00 21/11/2016,       83078
09:00:00 22/11/2016,       85123
09:00:00 23/11/2016,       87208
09:00:00 24/11/2016,       89041
09:00:00 25/11/2016,       90656
09:00:00 26/11/2016,       91699
09:00:00 27/11/2016,       92248
09:00:00 28/11/2016,       92871
09:00:00 29/11/2016,       93557
09:00:00 30/11/2016,       94246
09:00:00 01/12/2016,       94190
09:00:00 02/12/2016,       93499
09:00:00 03/12/2016,       92814
09:00:00 04/12/2016,       92203
09:00:00 05/12/2016,       91950
09:00:00 06/12/2016,       91654
09:00:00 07/12/2016,       91107
09:00:00 08/12/2016,       90272
09:00:00 09/12/2016,       89485
09:00:00 10/12/2016,       88661
09:00:00 11/12/2016,       87599
09:00:00 12/12/2016,       85987
09:00:00 13/12/2016,       83382
09:00:00 14/12/2016,       81440
09:00:00 15/12/2016,       79183
09:00:00 16/12/2016,       75821
09:00:00 17/12/2016,       71579
09:00:00 18/12/2016,       65778
09:00:00 19/12/2016,       58293
09:00:00 20/12/2016,       49662
09:00:00 21/12/2016,       40281
09:00:00 22/12/2016,       35772
09:00:00 23/12/2016,       31528
09:00:00 24/12/2016,       27325
09:00:00 25/12/2016,       26514
09:00:00 26/12/2016,       25736
09:00:00 27/12/2016,       25029
09:00:00 28/12/2016,       24492
09:00:00 29/12/2016,       23585
09:00:00 30/12/2016,       22140
09:00:00 31/12/2016,       21126
09:00:00 01/01/2017,       19620
09:00:00 02/01/2017,       17844
09:00:00 03/01/2017,       17609
09:00:00 04/01/2017,       17948
09:00:00 05/01/2017,       18030
09:00:00 06/01/2017,       17467
09:00:00 07/01/2017,       16905
09:00:00 08/01/2017,       17048
09:00:00 09/01/2017,       17160
09:00:00 10/01/2017,       17026
09:00:00 11/01/2017,       16981
09:00:00 12/01/2017,       17288
09:00:00 13/01/2017,       17333
09:00:00 14/01/2017,       16509
09:00:00 15/01/2017,       15752
09:00:00 16/01/2017,       15855
09:00:00 17/01/2017,       15488
09:00:00 18/01/2017,       14571
09:00:00 19/01/2017,       14860
09:00:00 20/01/2017,       15236
09:00:00 21/01/2017,       14383
09:00:00 22/01/2017,       13528
09:00:00 23/01/2017,       13312
09:00:00 24/01/2017,       12009
09:00:00 25/01/2017,       10502
09:00:00 26/01/2017,       10611
09:00:00 27/01/2017,       10987
09:00:00 28/01/2017,       10640
09:00:00 29/01/2017,       10299
09:00:00 30/01/2017,       10392
09:00:00 31/01/2017,       10595
09:00:00 01/02/2017,       10304
09:00:00 02/02/2017,       10255
09:00:00 03/02/2017,       10361
09:00:00 04/02/2017,       10393
09:00:00 05/02/2017,       10320
09:00:00 06/02/2017,       10007
09:00:00 07/02/2017,       10196
09:00:00 08/02/2017,       10211
09:00:00 09/02/2017,        9742
09:00:00 10/02/2017,        9209
09:00:00 11/02/2017,        9271
09:00:00 12/02/2017,       10010
09:00:00 13/02/2017,        9818
09:00:00 14/02/2017,        9479
09:00:00 15/02/2017,        9291
09:00:00 16/02/2017,        9046
09:00:00 17/02/2017,        8938
09:00:00 18/02/2017,        8759
09:00:00 19/02/2017,        8873
09:00:00 20/02/2017,        9169
09:00:00 21/02/2017,        8876
09:00:00 22/02/2017,        8378
09:00:00 23/02/2017,        8195
09:00:00 24/02/2017,        8042
09:00:00 25/02/2017,        8060
09:00:00 26/02/2017,        8114
09:00:00 27/02/2017,        7938
09:00:00 28/02/2017,        7988
09:00:00 01/03/2017,        8010
09:00:00 02/03/2017,        7834
09:00:00 03/03/2017,        7893
09:00:00 04/03/2017,        8231
09:00:00 05/03/2017,        8409
09:00:00 06/03/2017,        8109
09:00:00 07/03/2017,        7685
09:00:00 08/03/2017,        8247
09:00:00 09/03/2017,        8710
09:00:00 10/03/2017,        8623
09:00:00 11/03/2017,        9021
09:00:00 12/03/2017,        9352
09:00:00 13/03/2017,        9423
09:00:00 14/03/2017,        9730
09:00:00 15/03/2017,        9612
09:00:00 16/03/2017,        9634
09:00:00 17/03/2017,        9633
09:00:00 18/03/2017,       10393
09:00:00 19/03/2017,       11108
09:00:00 20/03/2017,       10634
09:00:00 21/03/2017,       10191
09:00:00 22/03/2017,       10279
09:00:00 23/03/2017,       10416
09:00:00 24/03/2017,       10433
09:00:00 25/03/2017,       10154
09:00:00 26/03/2017,        9745
09:00:00 27/03/2017,        9863
09:00:00 28/03/2017,        9987
09:00:00 29/03/2017,        9821
09:00:00 30/03/2017,        9370
09:00:00 31/03/2017,        8612
09:00:00 01/04/2017,        7878
09:00:00 02/04/2017,        7291
09:00:00 03/04/2017,        7285
09:00:00 04/04/2017,        7656
09:00:00 05/04/2017,        7553
09:00:00 06/04/2017,        6905
09:00:00 07/04/2017,        6663
09:00:00 08/04/2017,        6544
09:00:00 09/04/2017,        5865
09:00:00 10/04/2017,        5768
09:00:00 11/04/2017,        6478
09:00:00 12/04/2017,        6499
09:00:00 13/04/2017,        5907
09:00:00 14/04/2017,        5695
09:00:00 15/04/2017,        5503
09:00:00 16/04/2017,        5222
09:00:00 17/04/2017,        5256
09:00:00 18/04/2017,        5287
09:00:00 19/04/2017,        5395
09:00:00 20/04/2017,        5651
09:00:00 21/04/2017,        5880
09:00:00 22/04/2017,        5473
09:00:00 23/04/2017,        5076
09:00:00 24/04/2017,        5057
09:00:00 25/04/2017,        4981
09:00:00 26/04/2017,        4606
09:00:00 27/04/2017,        4209
09:00:00 28/04/2017,        3902
09:00:00 29/04/2017,        4112
09:00:00 30/04/2017,        4713
09:00:00 01/05/2017,        4716
09:00:00 02/05/2017,        4571
09:00:00 03/05/2017,        4416
09:00:00 04/05/2017,        4307
09:00:00 05/05/2017,        4642
09:00:00 06/05/2017,        5309
09:00:00 07/05/2017,        6140
09:00:00 08/05/2017,        6713
09:00:00 09/05/2017,        7165
09:00:00 10/05/2017,        7605
09:00:00 11/05/2017,        8824
09:00:00 12/05/2017,       10403
09:00:00 13/05/2017,       11125
09:00:00 14/05/2017,       11380
09:00:00 15/05/2017,       10992
09:00:00 16/05/2017,       10092
09:00:00 17/05/2017,        9130
09:00:00 18/05/2017,        8092
09:00:00 19/05/2017,        7156
09:00:00 20/05/2017,        6711
09:00:00 21/05/2017,        6876
09:00:00 22/05/2017,        7092
09:00:00 23/05/2017,        7076
09:00:00 24/05/2017,        7077
09:00:00 25/05/2017,        7115
09:00:00 26/05/2017,        6881
09:00:00 27/05/2017,        6272
09:00:00 28/05/2017,        5926
09:00:00 29/05/2017,        5931
09:00:00 30/05/2017,        5967
09:00:00 31/05/2017,        5451
09:00:00 01/06/2017,        5579
09:00:00 02/06/2017,        5778
09:00:00 03/06/2017,        4674
09:00:00 04/06/2017,        3801
09:00:00 05/06/2017,        3734
09:00:00 06/06/2017,        3901
09:00:00 07/06/2017,        4076
09:00:00 08/06/2017,        4088
09:00:00 09/06/2017,        4038
09:00:00 10/06/2017,        4015
09:00:00 11/06/2017,        3831
09:00:00 12/06/2017,        3832
09:00:00 13/06/2017,        4093
09:00:00 14/06/2017,        4002
09:00:00 15/06/2017,        3871
09:00:00 16/06/2017,        3989
09:00:00 17/06/2017,        5192
09:00:00 18/06/2017,        6508
09:00:00 19/06/2017,        6706
09:00:00 20/06/2017,        6858
09:00:00 21/06/2017,        6562
09:00:00 22/06/2017,        6119
09:00:00 23/06/2017,        6678
09:00:00 24/06/2017,        6738
09:00:00 25/06/2017,        6596
09:00:00 26/06/2017,        6752
09:00:00 27/06/2017,        6686
09:00:00 28/06/2017,        6693
09:00:00 29/06/2017,        6724
09:00:00 30/06/2017,        6729
09:00:00 01/07/2017,        5960
09:00:00 02/07/2017,        5256
09:00:00 03/07/2017,        5526
09:00:00 04/07/2017,        5846
09:00:00 05/07/2017,        5826
09:00:00 06/07/2017,        5743
09:00:00 07/07/2017,        5868
09:00:00 08/07/2017,        6361
09:00:00 09/07/2017,        6611
09:00:00 10/07/2017,        6364
09:00:00 11/07/2017,        6298
09:00:00 12/07/2017,        7085
09:00:00 13/07/2017,        8098
09:00:00 14/07/2017,        8952
09:00:00 15/07/2017,        9948
09:00:00 16/07/2017,       10555
09:00:00 17/07/2017,       10789
09:00:00 18/07/2017,       10857
09:00:00 19/07/2017,       11224
09:00:00 20/07/2017,       11584
09:00:00 21/07/2017,       11613
09:00:00 22/07/2017,       11377
09:00:00 23/07/2017,       10992
09:00:00 24/07/2017,       10794
09:00:00 25/07/2017,       10627
09:00:00 26/07/2017,       10448
09:00:00 27/07/2017,       10500
09:00:00 28/07/2017,       10258
09:00:00 29/07/2017,        9489
09:00:00 30/07/2017,        8642
09:00:00 31/07/2017,        8121
09:00:00 01/08/2017,        8071
09:00:00 02/08/2017,        7417
09:00:00 03/08/2017,        6169
09:00:00 04/08/2017,        5501
09:00:00 05/08/2017,        5451
09:00:00 06/08/2017,        5496
09:00:00 07/08/2017,        5428
09:00:00 08/08/2017,        5492
09:00:00 09/08/2017,        5597
09:00:00 10/08/2017,        5565
09:00:00 11/08/2017,        5497
09:00:00 12/08/2017,        5370
09:00:00 13/08/2017,        5446
09:00:00 14/08/2017,        5645
09:00:00 15/08/2017,        5547
09:00:00 16/08/2017,        5445
09:00:00 17/08/2017,        5506
09:00:00 18/08/2017,        5544
09:00:00 19/08/2017,        5585
09:00:00 20/08/2017,        5658
09:00:00 21/08/2017,        5642
09:00:00 22/08/2017,        5969
09:00:00 23/08/2017,        6448
09:00:00 24/08/2017,        6586
09:00:00 25/08/2017,        6791
09:00:00 26/08/2017,        7215
09:00:00 27/08/2017,        7464
09:00:00 28/08/2017,        7211
09:00:00 29/08/2017,        7151
09:00:00 30/08/2017,        7438
09:00:00 31/08/2017,        7436
09:00:00 01/09/2017,        8041
09:00:00 02/09/2017,        8844
09:00:00 03/09/2017,        8689
09:00:00 04/09/2017,        8332
09:00:00 05/09/2017,        8267
09:00:00 06/09/2017,        8260
09:00:00 07/09/2017,        7728
09:00:00 08/09/2017,        6867
09:00:00 09/09/2017,        6436
09:00:00 10/09/2017,        6510
09:00:00 11/09/2017,        6709
09:00:00 12/09/2017,        6836
09:00:00 13/09/2017,        6670
09:00:00 14/09/2017,        6558
09:00:00 15/09/2017,        6446
09:00:00 16/09/2017,        6483
09:00:00 17/09/2017,        6711
09:00:00 18/09/2017,        6807
09:00:00 19/09/2017,        6696
09:00:00 20/09/2017,        6506
09:00:00 21/09/2017,        6256
09:00:00 22/09/2017,        5599
09:00:00 23/09/2017,        4842
09:00:00 24/09/2017,        4424
09:00:00 25/09/2017,        4888
09:00:00 26/09/2017,        4781
09:00:00 27/09/2017,        4481
09:00:00 28/09/2017,        4378
09:00:00 29/09/2017,        4226
09:00:00 30/09/2017,        4179
09:00:00 01/10/2017,        4811
09:00:00 02/10/2017,        5787
09:00:00 03/10/2017,        6157
09:00:00 04/10/2017,        6744
09:00:00 05/10/2017,        7724
09:00:00 06/10/2017,        8607
09:00:00 07/10/2017,        8973
09:00:00 08/10/2017,        9060
09:00:00 09/10/2017,        9559
09:00:00 10/10/2017,       10003
09:00:00 11/10/2017,       10401
09:00:00 12/10/2017,       10655
09:00:00 13/10/2017,       10547
09:00:00 14/10/2017,       10351
09:00:00 15/10/2017,       10317
09:00:00 16/10/2017,        9558
09:00:00 17/10/2017,        9077
09:00:00 18/10/2017,        8205
09:00:00 19/10/2017,        6848
09:00:00 20/10/2017,        5782
09:00:00 21/10/2017,        5411
09:00:00 22/10/2017,        5682
09:00:00 23/10/2017,        5444
09:00:00 24/10/2017,        5486
09:00:00 25/10/2017,        5751
09:00:00 26/10/2017,        5823
09:00:00 27/10/2017,        5996
09:00:00 28/10/2017,        6314
09:00:00 29/10/2017,        6166
09:00:00 30/10/2017,        6115
09:00:00 31/10/2017,        6544
09:00:00 01/11/2017,        6518
09:00:00 02/11/2017,        6409
09:00:00 03/11/2017,        7690
09:00:00 04/11/2017,        7831
09:00:00 05/11/2017,        7301
09:00:00 06/11/2017,        7249
09:00:00 07/11/2017,        7084
09:00:00 08/11/2017,        8261
09:00:00 09/11/2017,       10010
09:00:00 10/11/2017,       10464
09:00:00 11/11/2017,       10198
09:00:00 12/11/2017,       10156
09:00:00 13/11/2017,       10252
09:00:00 14/11/2017,       10273
09:00:00 15/11/2017,       10337
09:00:00 16/11/2017,       10677
09:00:00 17/11/2017,       10529
09:00:00 18/11/2017,       10252
09:00:00 19/11/2017,       10247
09:00:00 20/11/2017,       10172
09:00:00 21/11/2017,       10291
09:00:00 22/11/2017,       10348
09:00:00 23/11/2017,       10241
09:00:00 24/11/2017,       10235
09:00:00 25/11/2017,       10262
09:00:00 26/11/2017,       10426
09:00:00 27/11/2017,       10335
09:00:00 28/11/2017,       11381
09:00:00 29/11/2017,       12628
09:00:00 30/11/2017,       13302
09:00:00 01/12/2017,       14071
09:00:00 02/12/2017,       13985
09:00:00 03/12/2017,       13667
09:00:00 04/12/2017,       13860
09:00:00 05/12/2017,       14102
09:00:00 06/12/2017,       14607
09:00:00 07/12/2017,       15536
09:00:00 08/12/2017,       16803
09:00:00 09/12/2017,       17568
09:00:00 10/12/2017,       17630
09:00:00 11/12/2017,       17505
09:00:00 12/12/2017,       17231
09:00:00 13/12/2017,       15774
09:00:00 14/12/2017,       14519
09:00:00 15/12/2017,       13595
09:00:00 16/12/2017,       12678
09:00:00 17/12/2017,       12335
09:00:00 18/12/2017,       12057
09:00:00 19/12/2017,       12547
09:00:00 20/12/2017,       13460
09:00:00 21/12/2017,       14000
09:00:00 22/12/2017,       14353
09:00:00 23/12/2017,       15017
09:00:00 24/12/2017,       15572
09:00:00 25/12/2017,       15748
09:00:00 26/12/2017,       15221
09:00:00 27/12/2017,       13612
09:00:00 28/12/2017,       12494
09:00:00 29/12/2017,       11221
09:00:00 30/12/2017,        9883
09:00:00 31/12/2017,        9695
09:00:00 01/01/2018,        9693
09:00:00 02/01/2018,        9689
09:00:00 03/01/2018,       10140
09:00:00 04/01/2018,       10852
09:00:00 05/01/2018,       11160
09:00:00 06/01/2018,       10548
09:00:00 07/01/2018,        9631
09:00:00 08/01/2018,        9304
09:00:00 09/01/2018,        8430
09:00:00 10/01/2018,        8513
09:00:00 11/01/2018,        8735
09:00:00 12/01/2018,        8003
09:00:00 13/01/2018,        7598
09:00:00 14/01/2018,        7594
09:00:00 15/01/2018,        7722
09:00:00 16/01/2018,        7447
09:00:00 17/01/2018,        7095
09:00:00 18/01/2018,        7042
09:00:00 19/01/2018,        6724
09:00:00 20/01/2018,        6312
09:00:00 21/01/2018,        6146
09:00:00 22/01/2018,        6357
09:00:00 23/01/2018,        6403
09:00:00 24/01/2018,        6286
09:00:00 25/01/2018,        6443
09:00:00 26/01/2018,        6668
09:00:00 27/01/2018,        6740
09:00:00 28/01/2018,        6844
09:00:00 29/01/2018,        6984
09:00:00 30/01/2018,        6880
09:00:00 31/01/2018,        6735
09:00:00 01/02/2018,        8176
09:00:00 02/02/2018,        8796
09:00:00 03/02/2018,        8080
09:00:00 04/02/2018,        7918
09:00:00 05/02/2018,        7982
09:00:00 06/02/2018,        8143
09:00:00 07/02/2018,        8142
09:00:00 08/02/2018,        8021
09:00:00 09/02/2018,        8007
09:00:00 10/02/2018,        8714
09:00:00 11/02/2018,        9335
09:00:00 12/02/2018,        9410
09:00:00 13/02/2018,        9115
09:00:00 14/02/2018,        9159
09:00:00 15/02/2018,        9180
09:00:00 16/02/2018,        8365
09:00:00 17/02/2018,        7954
09:00:00 18/02/2018,        7995
09:00:00 19/02/2018,        7586
09:00:00 20/02/2018,        7038
09:00:00 21/02/2018,        6887
09:00:00 22/02/2018,        6780
09:00:00 23/02/2018,        6617
09:00:00 24/02/2018,        6683
09:00:00 25/02/2018,        6660
09:00:00 26/02/2018,        6519
09:00:00 27/02/2018,        6548
09:00:00 28/02/2018,        6278
09:00:00 01/03/2018,        5796
09:00:00 02/03/2018,        5267
09:00:00 03/03/2018,        5237
09:00:00 04/03/2018,        5410
09:00:00 05/03/2018,        5153
09:00:00 06/03/2018,        4973
09:00:00 07/03/2018,        5096
09:00:00 08/03/2018,        5206
09:00:00 09/03/2018,        5776
09:00:00 10/03/2018,        6820
09:00:00 11/03/2018,        7299
09:00:00 12/03/2018,        7120
09:00:00 13/03/2018,        7088
09:00:00 14/03/2018,        7175
09:00:00 15/03/2018,        7320
09:00:00 16/03/2018,        7510
09:00:00 17/03/2018,        7258
09:00:00 18/03/2018,        6930
09:00:00 19/03/2018,        6891
09:00:00 20/03/2018,        7088
09:00:00 21/03/2018,        7313
09:00:00 22/03/2018,        7414
09:00:00 23/03/2018,        7249
09:00:00 24/03/2018,        7103
09:00:00 25/03/2018,        7141
09:00:00 26/03/2018,        7381
09:00:00 27/03/2018,        7703
09:00:00 28/03/2018,        7746
09:00:00 29/03/2018,        7551
09:00:00 30/03/2018,        6703
09:00:00 31/03/2018,        6016
09:00:00 01/04/2018,        6021
09:00:00 02/04/2018,        6003
09:00:00 03/04/2018,        5977
09:00:00 04/04/2018,        6074
09:00:00 05/04/2018,        6138
09:00:00 06/04/2018,        6077
09:00:00 07/04/2018,        5989
09:00:00 08/04/2018,        5993
09:00:00 09/04/2018,        6049
09:00:00 10/04/2018,        6068
09:00:00 11/04/2018,        6068
09:00:00 12/04/2018,        6077
09:00:00 13/04/2018,        6053
09:00:00 14/04/2018,        6030
09:00:00 15/04/2018,        6067
09:00:00 16/04/2018,        6104
09:00:00 17/04/2018,        6179
09:00:00 18/04/2018,        6135
09:00:00 19/04/2018,        6013
09:00:00 20/04/2018,        5905
09:00:00 21/04/2018,        6040
09:00:00 22/04/2018,        6193
09:00:00 23/04/2018,        5857
09:00:00 24/04/2018,        5456
09:00:00 25/04/2018,        5228
09:00:00 26/04/2018,        5033
09:00:00 27/04/2018,        4952
09:00:00 28/04/2018,        4739
09:00:00 29/04/2018,        4438
09:00:00 30/04/2018,        4273
09:00:00 01/05/2018,        3908
09:00:00 02/05/2018,        3725
09:00:00 03/05/2018,        3625
09:00:00 04/05/2018,        3443
09:00:00 05/05/2018,        3174
09:00:00 06/05/2018,        2996
09:00:00 07/05/2018,        3203
09:00:00 08/05/2018,        3185
09:00:00 09/05/2018,        3150
09:00:00 10/05/2018,        3275
09:00:00 11/05/2018,        3094
09:00:00 12/05/2018,        2855
09:00:00 13/05/2018,        3012
09:00:00 14/05/2018,        3116
09:00:00 15/05/2018,        3112
09:00:00 16/05/2018,        3108
09:00:00 17/05/2018,        3036
09:00:00 18/05/2018,        3078
09:00:00 19/05/2018,        3112
09:00:00 20/05/2018,        3140
09:00:00 21/05/2018,        3153
09:00:00 22/05/2018,        2975
09:00:00 23/05/2018,        2832
09:00:00 24/05/2018,        3208
09:00:00 25/05/2018,        3584
09:00:00 26/05/2018,        3477
09:00:00 27/05/2018,        3407
09:00:00 28/05/2018,        3520
09:00:00 29/05/2018,        3632
09:00:00 30/05/2018,        3920
09:00:00 31/05/2018,        4036
09:00:00 01/06/2018,        4002
09:00:00 02/06/2018,        3997
09:00:00 03/06/2018,        3927
09:00:00 04/06/2018,        4014
09:00:00 05/06/2018,        4072
09:00:00 06/06/2018,        3980
09:00:00 07/06/2018,        4016
09:00:00 08/06/2018,        4116
09:00:00 09/06/2018,        4207
09:00:00 10/06/2018,        4179
09:00:00 11/06/2018,        4111
09:00:00 12/06/2018,        3961
09:00:00 13/06/2018,        3831
09:00:00 14/06/2018,        3866
09:00:00 15/06/2018,        3997
09:00:00 16/06/2018,        4098
09:00:00 17/06/2018,        3990
09:00:00 18/06/2018,        3882
09:00:00 19/06/2018,        3883
09:00:00 20/06/2018,        4150
09:00:00 21/06/2018,        4627
09:00:00 22/06/2018,        5227
09:00:00 23/06/2018,        5398
09:00:00 24/06/2018,        5292
09:00:00 25/06/2018,        5466
09:00:00 26/06/2018,        5562
09:00:00 27/06/2018,        5316
09:00:00 28/06/2018,        5057
09:00:00 29/06/2018,        4958
09:00:00 30/06/2018,        4921
09:00:00 01/07/2018,        4885
09:00:00 02/07/2018,        4825
09:00:00 03/07/2018,        4813
09:00:00 04/07/2018,        4788
09:00:00 05/07/2018,        4876
09:00:00 06/07/2018,        4564
09:00:00 07/07/2018,        4626
09:00:00 08/07/2018,        5031
09:00:00 09/07/2018,        5286
09:00:00 10/07/2018,        6234
09:00:00 11/07/2018,        6946
09:00:00 12/07/2018,        7549
09:00:00 13/07/2018,        8477
09:00:00 14/07/2018,        9221
09:00:00 15/07/2018,        9751
09:00:00 16/07/2018,        9814
09:00:00 17/07/2018,        9968
09:00:00 18/07/2018,       10414
09:00:00 19/07/2018,       10681
09:00:00 20/07/2018,       10706
09:00:00 21/07/2018,        9984
09:00:00 22/07/2018,        9432
09:00:00 23/07/2018,        9492
09:00:00 24/07/2018,        9363
09:00:00 25/07/2018,        8862
09:00:00 26/07/2018,        8513
09:00:00 27/07/2018,        8446
09:00:00 28/07/2018,        8198
09:00:00 29/07/2018,        7894
09:00:00 30/07/2018,        8033
09:00:00 31/07/2018,        7317
09:00:00 01/08/2018,        6164
09:00:00 02/08/2018,        6186
09:00:00 03/08/2018,        6977
09:00:00 04/08/2018,        7257
09:00:00 05/08/2018,        7029
09:00:00 06/08/2018,        6869
09:00:00 07/08/2018,        6791
09:00:00 08/08/2018,        6549
09:00:00 09/08/2018,        6395
09:00:00 10/08/2018,        6370
09:00:00 11/08/2018,        6216
09:00:00 12/08/2018,        6117
09:00:00 13/08/2018,        6293
09:00:00 14/08/2018,        5976
09:00:00 15/08/2018,        5266
09:00:00 16/08/2018,        4977
09:00:00 17/08/2018,        5085
09:00:00 18/08/2018,        4698
09:00:00 19/08/2018,        4211
09:00:00 20/08/2018,        4182
09:00:00 21/08/2018,        4393
09:00:00 22/08/2018,        4369
09:00:00 23/08/2018,        4231
09:00:00 24/08/2018,        4747
09:00:00 25/08/2018,        5472
09:00:00 26/08/2018,        5758
09:00:00 27/08/2018,        5701
09:00:00 28/08/2018,        5569
09:00:00 29/08/2018,        5091
09:00:00 30/08/2018,        4921
09:00:00 31/08/2018,        5320
09:00:00 01/09/2018,        5241
09:00:00 02/09/2018,        5073
09:00:00 03/09/2018,        5043
09:00:00 04/09/2018,        5075
09:00:00 05/09/2018,        5164
09:00:00 06/09/2018,        5180
09:00:00 07/09/2018,        5100
09:00:00 08/09/2018,        4920
09:00:00 09/09/2018,        4736
09:00:00 10/09/2018,        4758
09:00:00 11/09/2018,        5105
09:00:00 12/09/2018,        5512
09:00:00 13/09/2018,        5746
09:00:00 14/09/2018,        5688
09:00:00 15/09/2018,        5681
09:00:00 16/09/2018,        5627
09:00:00 17/09/2018,        5571
09:00:00 18/09/2018,        5745
09:00:00 19/09/2018,        5851
09:00:00 20/09/2018,        5815
09:00:00 21/09/2018,        5820
09:00:00 22/09/2018,        5881
09:00:00 23/09/2018,        5901
09:00:00 24/09/2018,        5866
09:00:00 25/09/2018,        5895
09:00:00 26/09/2018,        5941
09:00:00 27/09/2018,        5941
09:00:00 28/09/2018,        5979
09:00:00 29/09/2018,        6298
09:00:00 30/09/2018,        6444
09:00:00 01/10/2018,        6208
09:00:00 02/10/2018,        6109
09:00:00 03/10/2018,        6042
09:00:00 04/10/2018,        5813
09:00:00 05/10/2018,        5717
09:00:00 06/10/2018,        5926
09:00:00 07/10/2018,        6152
09:00:00 08/10/2018,        6044
09:00:00 09/10/2018,        5943
09:00:00 10/10/2018,        6068
09:00:00 11/10/2018,        5997
09:00:00 12/10/2018,        6086
09:00:00 13/10/2018,        6214
09:00:00 14/10/2018,        5962
09:00:00 15/10/2018,        5904
09:00:00 16/10/2018,        6051
09:00:00 17/10/2018,        6239
09:00:00 18/10/2018,        6598
09:00:00 19/10/2018,        7011
09:00:00 20/10/2018,        7791
09:00:00 21/10/2018,        8444
09:00:00 22/10/2018,        8733
09:00:00 23/10/2018,        8907
09:00:00 24/10/2018,        8852
09:00:00 25/10/2018,        8856
09:00:00 26/10/2018,        9287
09:00:00 27/10/2018,        9678
09:00:00 28/10/2018,        9457
09:00:00 29/10/2018,        9318
09:00:00 30/10/2018,        9715
09:00:00 31/10/2018,       10134
09:00:00 01/11/2018,       10098
09:00:00 02/11/2018,       10091
09:00:00 03/11/2018,        9564
09:00:00 04/11/2018,        8713
09:00:00 05/11/2018,        8987
09:00:00 06/11/2018,        8942
09:00:00 07/11/2018,        8072
09:00:00 08/11/2018,        7433
09:00:00 09/11/2018,        6967
